Gene	Disease	database_assertedBy	score_DisGeNet
entrez.6513	mondo.0017884	disgenet	0.32
entrez.6513	mondo.0015204	disgenet	0.3
entrez.4352	mondo.0009692	omim, disgenet	1.0
entrez.4352	mondo.0011469	omim, disgenet	1.0
entrez.4352	mondo.0011173	omim, disgenet	0.4
entrez.4352	mondo.0007959	disgenet	0.3
entrez.4352	mondo.0009891	disgenet	0.4
entrez.4352	mondo.0005029	disgenet	0.5
entrez.4352	mondo.0006300	disgenet	0.3
entrez.4352	mondo.0002797	disgenet	0.3
entrez.4352	mondo.0002794	disgenet	0.3
entrez.4352	mondo.0002334	disgenet	0.41
entrez.4352	mondo.0016711	disgenet	0.3
entrez.4352	mondo.0002249	disgenet	0.5
entrez.4352	mondo.0002796	disgenet	0.3
entrez.4352	mondo.0020076	disgenet	0.5
entrez.4352	mondo.0018881	disgenet	0.46
entrez.64834	mondo.0032798	omim	
entrez.23334	mondo.0014201	omim, disgenet	0.6
entrez.5792	mondo.0014450	omim, disgenet	0.4
entrez.5792	mondo.0021085	disgenet	0.3
entrez.5792	mondo.0006292	disgenet	0.3
entrez.5792	mondo.0007648	disgenet	0.3
entrez.5765	mondo.0008340	omim	
entrez.6487	mondo.0012612	omim, disgenet	0.4
entrez.6487	mondo.0014003	omim, disgenet	0.3
entrez.6487	mondo.0018097	disgenet	0.31
entrez.6487	mondo.0015286	disgenet	0.3
entrez.6536	mondo.0015010	omim, disgenet	0.6
entrez.8643	mondo.0011556	omim	
entrez.8643	mondo.0007187	omim, disgenet	0.64
entrez.8643	mondo.0007959	omim, disgenet	0.41
entrez.8643	mondo.0005341	disgenet	0.4
entrez.8643	mondo.0006300	disgenet	0.3
entrez.8643	mondo.0011719	disgenet	0.3
entrez.8643	mondo.0002797	disgenet	0.3
entrez.8643	mondo.0002794	disgenet	0.3
entrez.8643	mondo.0016711	disgenet	0.3
entrez.8643	mondo.0008111	disgenet	0.31
entrez.8643	mondo.0002796	disgenet	0.3
entrez.8643	mondo.0002939	disgenet	0.3
entrez.8891	mondo.0011380	omim, disgenet	0.6
entrez.8891	mondo.0019046	disgenet	0.3
entrez.8891	mondo.0020506	disgenet	0.6
entrez.7389	mondo.0008296	omim, disgenet	0.7
entrez.7389	mondo.0005586	disgenet	0.3
entrez.7389	mondo.0021351	disgenet	0.3
entrez.7389	mondo.0015104	disgenet	1.0
entrez.7389	mondo.0019799	disgenet	0.7
entrez.7389	mondo.0005627	disgenet	0.31
entrez.7389	mondo.0021310	disgenet	0.3
entrez.4595	mondo.0001056	omim	
entrez.4595	mondo.0012041	omim, disgenet	0.71
entrez.4595	mondo.0004992	disgenet	0.3
entrez.4595	mondo.0021063	disgenet	0.37
entrez.4595	mondo.0005401	disgenet	0.32
entrez.4595	mondo.0021055	disgenet	0.4
entrez.4595	mondo.0021085	disgenet	0.61
entrez.4595	mondo.0021449	disgenet	0.3
entrez.4595	mondo.0004716	disgenet	0.3
entrez.4595	mondo.0007564	disgenet	0.4
entrez.4595	mondo.0016419	disgenet	0.51
entrez.4595	mondo.0002032	disgenet	0.46
entrez.4595	mondo.0004950	disgenet	0.64
entrez.4595	mondo.0005008	disgenet	0.3
entrez.4595	mondo.0005575	disgenet	0.4
entrez.4595	mondo.0007648	disgenet	0.3
entrez.4595	mondo.0018188	disgenet	0.3
entrez.114034	mondo.0013993	omim, disgenet	0.7
entrez.114034	mondo.0002145	disgenet	0.3
entrez.114034	mondo.0008939	disgenet	0.4
entrez.25974	mondo.0010184	omim	
entrez.25974	mondo.0016826	disgenet	0.95
entrez.5052	mondo.0010184	omim	
entrez.5052	mondo.0016466	disgenet	0.3
entrez.5052	mondo.0005233	disgenet	0.31
entrez.5052	mondo.0015254	disgenet	0.3
entrez.5052	mondo.0005580	disgenet	0.32
entrez.5052	mondo.0016826	disgenet	0.4
entrez.55624	mondo.0013155	omim, disgenet	0.6
entrez.55624	mondo.0013161	omim, disgenet	0.7
entrez.55624	mondo.0014929	omim, disgenet	0.6
entrez.55624	mondo.0009667	omim, disgenet	0.6
entrez.55624	mondo.0008779	disgenet	0.3
entrez.55624	mondo.0015225	disgenet	0.3
entrez.55624	mondo.0011057	disgenet	0.3
entrez.55624	mondo.0019200	disgenet	0.31
entrez.55624	mondo.0008939	disgenet	0.4
entrez.55624	mondo.0015286	disgenet	0.3
entrez.55624	mondo.0009678	disgenet	0.31
entrez.55624	mondo.0018939	disgenet	0.7
entrez.55624	mondo.0016971	disgenet	0.33
entrez.55624	mondo.0019950	disgenet	0.44
entrez.8438	mondo.0016419	omim, disgenet	0.5
entrez.8438	mondo.0011508	omim	
entrez.8438	mondo.0009975	disgenet	0.3
entrez.8438	mondo.0018908	disgenet	0.7
entrez.8438	mondo.0007243	disgenet	0.3
entrez.8438	mondo.0002271	disgenet	0.6
entrez.8438	mondo.0004989	disgenet	0.3
entrez.100529224	mondo.0013321	omim	
entrez.100653367	mondo.0013466	omim	
entrez.2166	mondo.0011685	omim	
entrez.2166	mondo.0007739	disgenet	0.31
entrez.2166	mondo.0011122	disgenet	0.4
entrez.2166	mondo.0001386	disgenet	0.3
entrez.2166	mondo.0016621	disgenet	0.3
entrez.6886	mondo.0013108	omim	
entrez.6491	mondo.0012989	omim, disgenet	0.61
entrez.6491	mondo.0016056	disgenet	0.35
entrez.6491	mondo.0016660	disgenet	0.32
entrez.2301	mondo.0013067	omim, disgenet	0.6
entrez.2301	mondo.0012456	omim, disgenet	0.74
entrez.2301	mondo.0044301	omim	
entrez.2301	mondo.0016023	disgenet	0.3
entrez.2301	mondo.0007947	disgenet	0.3
entrez.2301	mondo.0005396	disgenet	0.31
entrez.2301	mondo.0007138	disgenet	0.51
entrez.170534	mondo.0011737	omim	
entrez.4998	mondo.0009143	omim	
entrez.4998	mondo.0016056	disgenet	0.52
entrez.4998	mondo.0016817	disgenet	0.75
entrez.4998	mondo.0015204	disgenet	0.3
entrez.65260	mondo.0020770	omim	
entrez.65260	mondo.0009068	disgenet	0.4
entrez.6342	mondo.0013391	omim, disgenet	0.6
entrez.6342	mondo.0019046	disgenet	0.3
entrez.6342	mondo.0001824	disgenet	0.3
entrez.6342	mondo.0019053	disgenet	0.3
entrez.6342	mondo.0001957	disgenet	0.3
entrez.6342	mondo.0011380	disgenet	0.3
entrez.1376	mondo.0009704	omim, disgenet	0.7
entrez.1376	mondo.0010914	omim, disgenet	0.71
entrez.1376	mondo.0012136	omim, disgenet	0.6
entrez.1376	mondo.0013633	omim	
entrez.1376	mondo.0008779	disgenet	0.3
entrez.1376	mondo.0015225	disgenet	0.3
entrez.1376	mondo.0005336	disgenet	0.43
entrez.1376	mondo.0019952	disgenet	0.3
entrez.7804	mondo.0012039	omim	
entrez.7804	mondo.0005068	disgenet	0.36
entrez.25973	mondo.0032752	omim	
entrez.25973	mondo.0004069	disgenet	0.3
entrez.1718	mondo.0011217	omim, disgenet	0.75
entrez.1718	mondo.0004975	disgenet	0.4
entrez.1718	mondo.0019019	disgenet	0.3
entrez.1718	mondo.0019186	disgenet	0.3
entrez.7809	mondo.0011242	omim, disgenet	0.81
entrez.7809	mondo.0001909	disgenet	0.3
entrez.7809	mondo.0019719	disgenet	0.3
entrez.255738	mondo.0011369	omim, disgenet	0.6
entrez.255738	mondo.0005010	disgenet	0.5
entrez.731	mondo.0013422	omim, disgenet	0.3
entrez.731	mondo.0003778	disgenet	0.3
entrez.732	mondo.0013421	omim, disgenet	0.42
entrez.732	mondo.0003778	disgenet	0.3
entrez.1600	mondo.0014410	omim, disgenet	0.3
entrez.4070	mondo.0008777	omim, disgenet	0.7
entrez.114803	mondo.0020856	omim	
entrez.7808	mondo.0011126	omim	
entrez.100188823	mondo.0012577	omim	
entrez.7446	mondo.0011649	omim	
entrez.103581096	mondo.0014388	omim	
entrez.171513	mondo.0011726	omim	
entrez.100190982	mondo.0012857	omim	
entrez.4774	mondo.0013396	omim, disgenet	0.4
entrez.85440	mondo.0014371	omim, disgenet	0.6
entrez.27329	mondo.0011505	omim, disgenet	0.4
entrez.27022	mondo.0011919	omim	
entrez.29929	mondo.0011291	omim, disgenet	0.76
entrez.29929	mondo.0015286	disgenet	0.32
entrez.5236	mondo.0013968	omim, disgenet	0.6
entrez.5236	mondo.0024644	disgenet	0.3
entrez.5236	mondo.0015286	disgenet	0.3
entrez.5236	mondo.0005575	disgenet	0.3
entrez.4919	mondo.0033200	omim	
entrez.4919	mondo.0004985	disgenet	0.31
entrez.4919	mondo.0005191	disgenet	0.3
entrez.4919	mondo.0004989	disgenet	0.33
entrez.4919	mondo.0005008	disgenet	0.3
entrez.4919	mondo.0005601	disgenet	0.3
entrez.4919	mondo.0019588	disgenet	0.3
entrez.9829	mondo.0014231	omim, disgenet	0.6
entrez.9829	mondo.0005180	disgenet	0.31
entrez.9829	mondo.0018321	disgenet	0.3
entrez.3953	mondo.0013992	omim, disgenet	0.6
entrez.3953	mondo.0005015	disgenet	0.39
entrez.3953	mondo.0006626	disgenet	0.3
entrez.3953	mondo.0006036	disgenet	0.3
entrez.3953	mondo.0002909	disgenet	0.31
entrez.3953	mondo.0002177	disgenet	0.44
entrez.3953	mondo.0021187	disgenet	0.31
entrez.3953	mondo.0005044	disgenet	0.39
entrez.3953	mondo.0002146	disgenet	0.3
entrez.3953	mondo.0003778	disgenet	0.3
entrez.3953	mondo.0005240	disgenet	0.3
entrez.3953	mondo.0019052	disgenet	0.3
entrez.3953	mondo.0011122	disgenet	0.7
entrez.3953	mondo.0005139	disgenet	0.4
entrez.3953	mondo.0005406	disgenet	0.3
entrez.3953	mondo.0001076	disgenet	0.55
entrez.3953	mondo.0001583	disgenet	0.3
entrez.3953	mondo.0001299	disgenet	0.3
entrez.3953	mondo.0021124	disgenet	0.3
entrez.3953	mondo.0004989	disgenet	0.4
entrez.3953	mondo.0020541	disgenet	0.3
entrez.23169	mondo.0010013	omim, disgenet	0.82
entrez.23169	mondo.0019019	disgenet	0.3
entrez.23169	mondo.0015286	disgenet	0.3
entrez.149233	mondo.0012840	omim, disgenet	0.3
entrez.149233	mondo.0011573	omim	
entrez.149233	mondo.0007191	disgenet	0.4
entrez.149233	mondo.0005101	disgenet	0.5
entrez.149233	mondo.0005265	disgenet	0.5
entrez.149233	mondo.0005124	disgenet	0.33
entrez.149233	mondo.0015597	disgenet	0.3
entrez.149233	mondo.0005083	disgenet	0.5
entrez.149233	mondo.0005534	disgenet	0.3
entrez.6121	mondo.0008765	omim, disgenet	0.94
entrez.6121	mondo.0032873	omim	
entrez.6121	mondo.0013425	omim, disgenet	0.9
entrez.6121	mondo.0019200	disgenet	0.69
entrez.6121	mondo.0018998	disgenet	0.6
entrez.6121	mondo.0019118	disgenet	0.5
entrez.6121	mondo.0010788	disgenet	0.31
entrez.100303717	mondo.0013080	omim	
entrez.619379	mondo.0012334	omim, disgenet	0.3
entrez.619379	mondo.0019064	disgenet	0.31
entrez.1491	mondo.0009058	omim, disgenet	0.83
entrez.1491	mondo.0005105	disgenet	0.31
entrez.51086	mondo.0014500	omim, disgenet	0.7
entrez.51086	mondo.0010150	disgenet	0.3
entrez.51086	mondo.0005008	disgenet	0.3
entrez.51086	mondo.0005575	disgenet	0.3
entrez.34	mondo.0008721	omim, disgenet	1.0
entrez.34	mondo.0008779	disgenet	0.3
entrez.34	mondo.0015225	disgenet	0.3
entrez.34	mondo.0011122	disgenet	0.3
entrez.34	mondo.0005313	disgenet	0.3
entrez.91624	mondo.0013477	omim, disgenet	0.8
entrez.91624	mondo.0013147	omim, disgenet	0.6
entrez.91624	mondo.0005021	disgenet	0.41
entrez.91624	mondo.0005045	disgenet	0.51
entrez.91624	mondo.0015626	disgenet	0.3
entrez.91624	mondo.0016333	disgenet	0.3
entrez.91624	mondo.0020484	disgenet	0.3
entrez.474388	mondo.0011954	omim	
entrez.101241898	mondo.0012660	omim	
entrez.8915	mondo.0014491	omim, disgenet	0.4
entrez.8915	mondo.0010108	omim, disgenet	0.31
entrez.8915	mondo.0007650	omim, disgenet	0.8
entrez.8915	mondo.0011508	omim	
entrez.8915	mondo.0006292	omim, disgenet	0.31
entrez.8915	mondo.0018906	disgenet	0.61
entrez.8915	mondo.0009975	disgenet	0.3
entrez.8915	mondo.0018908	disgenet	0.31
entrez.8915	mondo.0019500	disgenet	0.31
entrez.8915	mondo.0007243	disgenet	0.3
entrez.84146	mondo.0013604	omim, disgenet	0.6
entrez.164045	mondo.0014322	omim, disgenet	0.6
entrez.676	mondo.0054725	omim, disgenet	0.4
entrez.676	mondo.0005036	disgenet	0.3
entrez.11146	mondo.0007672	omim, disgenet	0.69
entrez.11146	mondo.0011057	disgenet	0.3
entrez.2672	mondo.0013139	omim, disgenet	0.8
entrez.2672	mondo.0011922	omim, disgenet	0.6
entrez.2672	mondo.0018874	disgenet	0.33
entrez.2672	mondo.0000437	disgenet	0.3
entrez.2672	mondo.0000577	disgenet	0.3
entrez.2672	mondo.0008119	disgenet	0.3
entrez.2672	mondo.0008458	disgenet	0.3
entrez.2672	mondo.0010847	disgenet	0.3
entrez.2672	mondo.0010848	disgenet	0.3
entrez.2672	mondo.0008457	disgenet	0.3
entrez.2672	mondo.0008120	disgenet	0.3
entrez.2672	mondo.0008742	disgenet	0.5
entrez.6125	mondo.0012937	omim	
entrez.6125	mondo.0000577	disgenet	0.3
entrez.6125	mondo.0002334	disgenet	0.3
entrez.6125	mondo.0015253	disgenet	0.46
entrez.2730	mondo.0012039	omim	
entrez.2730	mondo.0005068	disgenet	0.32
entrez.24	mondo.0009549	omim	
entrez.24	mondo.0007932	omim, disgenet	0.6
entrez.24	mondo.0011395	omim, disgenet	0.8
entrez.24	mondo.0011137	omim, disgenet	0.6
entrez.24	mondo.0016043	disgenet	0.41
entrez.24	mondo.0016034	disgenet	0.41
entrez.24	mondo.0019200	disgenet	0.7
entrez.24	mondo.0005150	disgenet	0.4
entrez.24	mondo.0019353	disgenet	1.0
entrez.24	mondo.0005575	disgenet	0.3
entrez.641433	mondo.0012363	omim	
entrez.7488	mondo.0010841	omim	
entrez.5825	mondo.0014564	omim	
entrez.5825	mondo.0019609	disgenet	0.32
entrez.5825	mondo.0019053	disgenet	0.3
entrez.5825	mondo.0005575	disgenet	0.3
entrez.199857	mondo.0014542	omim, disgenet	0.4
entrez.199857	mondo.0008779	disgenet	0.3
entrez.199857	mondo.0015225	disgenet	0.3
entrez.199857	mondo.0015286	disgenet	0.3
entrez.199857	mondo.0018940	disgenet	0.51
entrez.1806	mondo.0010130	omim, disgenet	0.8
entrez.1806	mondo.0004992	disgenet	0.3
entrez.1806	mondo.0021063	disgenet	0.33
entrez.1806	mondo.0005401	disgenet	0.32
entrez.1806	mondo.0005586	disgenet	0.3
entrez.1806	mondo.0021351	disgenet	0.3
entrez.1806	mondo.0005071	disgenet	0.31
entrez.1806	mondo.0001475	disgenet	0.34
entrez.1806	mondo.0011122	disgenet	0.4
entrez.1806	mondo.0019254	disgenet	0.3
entrez.1806	mondo.0021085	disgenet	0.32
entrez.1806	mondo.0005627	disgenet	0.32
entrez.1806	mondo.0004989	disgenet	0.32
entrez.1806	mondo.0021310	disgenet	0.3
entrez.1806	mondo.0024422	disgenet	0.3
entrez.1806	mondo.0005575	disgenet	0.4
entrez.1806	mondo.0007648	disgenet	0.3
entrez.1806	mondo.0011380	disgenet	0.3
entrez.1806	mondo.0017405	disgenet	0.3
entrez.178	mondo.0009291	omim, disgenet	1.0
entrez.178	mondo.0008779	disgenet	0.3
entrez.178	mondo.0015225	disgenet	0.3
entrez.178	mondo.0005045	disgenet	0.3
entrez.178	mondo.0017699	disgenet	1.0
entrez.178	mondo.0009290	disgenet	0.4
entrez.23443	mondo.0014248	omim, disgenet	0.6
entrez.23443	mondo.0008779	disgenet	0.41
entrez.23443	mondo.0015225	disgenet	0.41
entrez.23443	mondo.0015286	disgenet	0.3
entrez.163786	mondo.0014623	omim, disgenet	0.6
entrez.163786	mondo.0016056	disgenet	0.3
entrez.163786	mondo.0016660	disgenet	0.31
entrez.1629	mondo.0009563	omim, disgenet	0.9
entrez.1629	mondo.0017051	disgenet	0.6
entrez.1629	mondo.0017053	disgenet	0.6
entrez.1629	mondo.0017052	disgenet	0.6
entrez.8556	mondo.0012091	omim	
entrez.8556	mondo.0005575	disgenet	0.3
entrez.8556	mondo.0014849	disgenet	0.4
entrez.54112	mondo.0014839	omim, disgenet	0.4
entrez.100302560	mondo.0013017	omim	
entrez.100009675	mondo.0012623	omim	
entrez.1301	mondo.0011493	omim, disgenet	0.95
entrez.1301	mondo.0007949	omim, disgenet	0.63
entrez.1301	mondo.0032802	omim	
entrez.1301	mondo.0044339	omim	
entrez.1301	mondo.0009226	omim, disgenet	0.3
entrez.1301	mondo.0020066	disgenet	0.3
entrez.1301	mondo.0001744	disgenet	0.41
entrez.1301	mondo.0010650	disgenet	0.3
entrez.1301	mondo.0016648	disgenet	0.3
entrez.1301	mondo.0005516	disgenet	0.32
entrez.1301	mondo.0019019	disgenet	0.3
entrez.1301	mondo.0009717	disgenet	0.3
entrez.1301	mondo.0016761	disgenet	0.4
entrez.1301	mondo.0005396	disgenet	0.3
entrez.1301	mondo.0016068	disgenet	0.63
entrez.55599	mondo.0032569	omim	
entrez.54113	mondo.0008653	omim	
entrez.29957	mondo.0012853	omim, disgenet	0.3
entrez.29957	mondo.0015469	disgenet	0.31
entrez.29957	mondo.0009304	disgenet	0.3
entrez.29899	mondo.0011411	omim, disgenet	0.64
entrez.6884	mondo.0044313	omim	
entrez.6884	mondo.0016660	disgenet	0.3
entrez.6301	mondo.0060577	omim, disgenet	0.3
entrez.2773	mondo.0011234	omim	
entrez.2773	mondo.0017304	disgenet	0.3
entrez.2773	mondo.0000107	disgenet	0.74
entrez.2780	mondo.0013465	omim, disgenet	0.61
entrez.2780	mondo.0001703	disgenet	0.41
entrez.2780	mondo.0018852	disgenet	0.57
entrez.2780	mondo.0010564	disgenet	0.3
entrez.2780	mondo.0008610	disgenet	0.3
entrez.2780	mondo.0000455	disgenet	0.3
entrez.271	mondo.0014305	omim, disgenet	0.6
entrez.271	mondo.0014351	omim, disgenet	0.7
entrez.271	mondo.0019064	disgenet	0.3
entrez.271	mondo.0008939	disgenet	0.3
entrez.257	mondo.0007636	omim	
entrez.257	mondo.0005833	disgenet	0.3
entrez.257	mondo.0011348	disgenet	0.3
entrez.257	mondo.0016643	disgenet	0.75
entrez.388662	mondo.0014559	omim, disgenet	0.7
entrez.3737	mondo.0014607	omim, disgenet	0.6
entrez.3737	mondo.0001386	disgenet	0.3
entrez.3737	mondo.0024422	disgenet	0.3
entrez.128338	mondo.0014669	omim, disgenet	0.31
entrez.128338	mondo.0019200	disgenet	0.3
entrez.3752	mondo.0014621	omim, disgenet	0.5
entrez.3752	mondo.0011819	omim, disgenet	0.7
entrez.3752	mondo.0004981	disgenet	0.4
entrez.3752	mondo.0015263	disgenet	0.54
entrez.3752	mondo.0005575	disgenet	0.3
entrez.7482	mondo.0032575	omim	
entrez.6566	mondo.0014490	omim, disgenet	0.6
entrez.6566	mondo.0012396	omim, disgenet	0.6
entrez.6566	mondo.0009501	omim, disgenet	0.7
entrez.6566	mondo.0021063	disgenet	0.3
entrez.6566	mondo.0005401	disgenet	0.31
entrez.9860	mondo.0014049	omim	
entrez.9860	mondo.0000463	disgenet	0.53
entrez.9860	mondo.0019719	disgenet	0.3
entrez.26191	mondo.0009100	omim	
entrez.26191	mondo.0007915	omim	
entrez.26191	mondo.0008383	omim, disgenet	0.7
entrez.26191	mondo.0007179	disgenet	0.5
entrez.26191	mondo.0005265	disgenet	0.36
entrez.26191	mondo.0008538	disgenet	0.33
entrez.26191	mondo.0018092	disgenet	0.32
entrez.26191	mondo.0019433	disgenet	0.3
entrez.26191	mondo.0012105	disgenet	0.33
entrez.10717	mondo.0013551	omim, disgenet	0.4
entrez.10717	mondo.0016056	disgenet	0.3
entrez.10717	mondo.0019064	disgenet	0.3
entrez.270	mondo.0014220	omim	
entrez.270	mondo.0005336	disgenet	0.31
entrez.270	mondo.0013028	disgenet	0.5
entrez.270	mondo.0005575	disgenet	0.3
entrez.4893	mondo.0008093	omim	
entrez.4893	mondo.0044792	omim, disgenet	0.7
entrez.4893	mondo.0008097	omim	
entrez.4893	mondo.0023113	omim	
entrez.4893	mondo.0013767	omim, disgenet	0.6
entrez.4893	mondo.0008566	omim	
entrez.4893	mondo.0009578	omim, disgenet	0.6
entrez.4893	mondo.0013186	omim, disgenet	0.6
entrez.4893	mondo.0004992	disgenet	0.33
entrez.4893	mondo.0005233	disgenet	0.43
entrez.4893	mondo.0005045	disgenet	0.3
entrez.4893	mondo.0015626	disgenet	0.3
entrez.4893	mondo.0015193	disgenet	0.3
entrez.4893	mondo.0005059	disgenet	0.5
entrez.4893	mondo.0018874	disgenet	0.7
entrez.4893	mondo.0011996	disgenet	0.44
entrez.4893	mondo.0020311	disgenet	0.34
entrez.4893	mondo.0012883	disgenet	0.31
entrez.4893	mondo.0005062	disgenet	0.43
entrez.4893	mondo.0005105	disgenet	0.7
entrez.4893	mondo.0009693	disgenet	0.49
entrez.4893	mondo.0005072	disgenet	0.47
entrez.4893	mondo.0018997	disgenet	0.77
entrez.4893	mondo.0002165	disgenet	0.3
entrez.4893	mondo.0002169	disgenet	0.3
entrez.4893	mondo.0005012	disgenet	0.5
entrez.4893	mondo.0005061	disgenet	0.4
entrez.4893	mondo.0000577	disgenet	0.3
entrez.4893	mondo.0005075	disgenet	0.35
entrez.4893	mondo.0005036	disgenet	0.4
entrez.4893	mondo.0018115	disgenet	0.6
entrez.4893	mondo.0019311	disgenet	0.3
entrez.4893	mondo.0011908	disgenet	0.8
entrez.4893	mondo.0019319	disgenet	0.3
entrez.4893	mondo.0019318	disgenet	0.3
entrez.4893	mondo.0015075	disgenet	0.35
entrez.4893	mondo.0005008	disgenet	0.3
entrez.4893	mondo.0017979	disgenet	0.32
entrez.4893	mondo.0005575	disgenet	0.6
entrez.7252	mondo.0010139	omim, disgenet	0.6
entrez.7252	mondo.0004985	disgenet	0.3
entrez.7252	mondo.0018612	disgenet	0.4
entrez.4803	mondo.0012092	omim, disgenet	0.77
entrez.4803	mondo.0009459	disgenet	0.77
entrez.4803	mondo.0015626	disgenet	0.3
entrez.4803	mondo.0004577	disgenet	0.3
entrez.4803	mondo.0006032	disgenet	0.52
entrez.4803	mondo.0009131	disgenet	0.32
entrez.4803	mondo.0005754	disgenet	0.3
entrez.4803	mondo.0002462	disgenet	0.31
entrez.4803	mondo.0018213	disgenet	0.3
entrez.4803	mondo.0009746	disgenet	0.4
entrez.4803	mondo.0005300	disgenet	0.31
entrez.4803	mondo.0001085	disgenet	0.3
entrez.4803	mondo.0005071	disgenet	0.31
entrez.4803	mondo.0015364	disgenet	0.33
entrez.4803	mondo.0005180	disgenet	0.33
entrez.4803	mondo.0002125	disgenet	0.3
entrez.4803	mondo.0005433	disgenet	0.31
entrez.4803	mondo.0001386	disgenet	0.3
entrez.4803	mondo.0006292	disgenet	0.31
entrez.4803	mondo.0006857	disgenet	0.3
entrez.4803	mondo.0007488	disgenet	0.31
entrez.4803	mondo.0010820	disgenet	0.3
entrez.81839	mondo.0010831	omim	
entrez.81839	mondo.0020705	omim	
entrez.81839	mondo.0009106	disgenet	0.3
entrez.81839	mondo.0017087	disgenet	0.3
entrez.81839	mondo.0017850	disgenet	0.3
entrez.81839	mondo.0019351	disgenet	0.3
entrez.81839	mondo.0018968	disgenet	0.3
entrez.81839	mondo.0018969	disgenet	0.31
entrez.81839	mondo.0017607	disgenet	0.6
entrez.81839	mondo.0019795	disgenet	0.3
entrez.81839	mondo.0008305	disgenet	0.3
entrez.845	mondo.0012762	omim, disgenet	0.82
entrez.845	mondo.0005045	disgenet	0.5
entrez.845	mondo.0015626	disgenet	0.3
entrez.845	mondo.0005477	disgenet	0.68
entrez.845	mondo.0020484	disgenet	0.3
entrez.845	mondo.0017990	disgenet	0.8
entrez.845	mondo.0018901	disgenet	0.3
entrez.476	mondo.0054833	omim	
entrez.476	mondo.0020788	omim	
entrez.476	mondo.0004972	disgenet	0.33
entrez.476	mondo.0004985	disgenet	0.3
entrez.476	mondo.0025420	disgenet	0.3
entrez.476	mondo.0003009	disgenet	0.3
entrez.476	mondo.0005044	disgenet	0.56
entrez.476	mondo.0002643	disgenet	0.3
entrez.476	mondo.0024644	disgenet	0.3
entrez.476	mondo.0005032	disgenet	0.3
entrez.476	mondo.0003435	disgenet	0.3
entrez.476	mondo.0002533	disgenet	0.3
entrez.476	mondo.0003924	disgenet	0.3
entrez.3321	mondo.0007871	omim	
entrez.54834	mondo.0032706	omim	
entrez.6913	mondo.0009845	omim, disgenet	0.52
entrez.10352	mondo.0060578	omim, disgenet	0.4
